kernel_rbf,kernel_poly,kernel_linear,c,gamma,degree,perf-on-seismic,perf-on-ijcnn1,perf-on-colon-cancer,perf-on-car,perf-on-pima,perf-on-cod-rna,perf-on-tic-tac-toe,perf-on-pendigits,perf-on-usps,perf-on-sonar-scale,perf-on-vehicle,perf-on-abalone,perf-on-magic,perf-on-australian,perf-on-kr-vs-k,perf-on-crx,perf-on-monk-2,perf-on-segment,perf-on-breast-cancer,perf-on-german-numer,perf-on-led7digit,perf-on-haberman,perf-on-lymphography,perf-on-winequality-red,perf-on-bands,perf-on-letter,perf-on-wine,perf-on-W8A,perf-on-wisconsin,perf-on-shuttle,perf-on-phoneme,perf-on-spambase,perf-on-diabetes,perf-on-appendicitis,perf-on-ecoli,perf-on-wdbc,perf-on-housevotes,perf-on-titanic,perf-on-A9A,perf-on-twonorm,perf-on-chess,perf-on-splice,perf-on-banana,perf-on-ring,perf-on-spectfheart,perf-on-bupa,perf-on-coil2000,perf-on-saheart,perf-on-yeast,perf-on-automobile
1.0,0.0,0.0,-0.3333333333333333,-0.25,0.0,0.727951,0.924589,0.692308,0.872832,0.668831,0.962404,0.796875,0.983629,0.683333,0.738095,0.688235,0.201198,0.796267,0.855072,0.497327,0.824427,0.793103,0.904762,0.970803,0.76,0.67,0.677419,0.633333,0.590625,0.671233,0.774667,1.0,0.97728,0.970803,0.926552,0.728955,0.827174,0.779221,0.772727,0.382353,0.95614,0.957447,0.759637,0.836114,0.981081,0.939062,0.703937,0.55,0.838514,0.740741,0.681159,0.942494,0.602151,0.299663,0.40625
1.0,0.0,0.0,-0.3333333333333333,-0.0752574989159953,0.0,0.742413,0.933152,0.692308,0.890173,0.753247,0.965318,0.692708,0.989995,0.298925,0.571429,0.711765,0.232335,0.833596,0.855072,0.601568,0.832061,0.862069,0.939394,0.963504,0.745,0.71,0.677419,0.433333,0.596875,0.671233,0.869667,1.0,0.97473,0.970803,0.981609,0.760407,0.880435,0.779221,0.772727,0.735294,0.973684,0.914894,0.759637,0.766711,0.982432,0.954688,0.505512,0.55,0.962162,0.740741,0.681159,0.942494,0.655914,0.430976,0.28125
1.0,0.0,0.0,-0.3333333333333333,0.75,0.0,0.495534,0.909909,0.692308,0.713873,0.668831,0.679848,0.6875,0.0995907,0.177419,0.547619,0.252941,0.191617,0.654837,0.543478,0.164113,0.557252,0.505747,0.121212,0.583942,0.745,0.6,0.677419,0.433333,0.465625,0.671233,0.0463333,0.416667,0.97442,0.635036,0.993793,0.722479,0.673913,0.62987,0.772727,0.382353,0.578947,0.765957,0.764172,0.765585,0.500676,0.503125,0.499213,0.908491,0.495946,0.740741,0.681159,0.942494,0.602151,0.299663,0.1875
1.0,0.0,0.0,-0.3333333333333333,0.5000000000000001,0.0,0.553689,0.948266,0.692308,0.713873,0.668831,0.92961,0.6875,0.0995907,0.177419,0.547619,0.252941,0.267066,0.847529,0.543478,0.164113,0.557252,0.505747,0.28355,0.583942,0.745,0.6,0.677419,0.433333,0.48125,0.671233,0.0553333,0.416667,0.97442,0.649635,0.995172,0.86679,0.757609,0.62987,0.772727,0.382353,0.578947,0.765957,0.764172,0.765585,0.500676,0.503125,0.499213,0.90566,0.495946,0.740741,0.695652,0.942494,0.602151,0.505051,0.1875
1.0,0.0,0.0,-0.3333333333333333,0.25000000000000006,0.0,0.734142,0.977507,0.692308,0.713873,0.714286,0.966934,0.6875,0.508868,0.177419,0.547619,0.335294,0.257485,0.860147,0.543478,0.164113,0.587786,0.505747,0.883117,0.824818,0.745,0.6,0.677419,0.433333,0.63125,0.671233,0.857,0.416667,0.97442,0.927007,0.990115,0.835338,0.908696,0.62987,0.772727,0.779412,0.929825,0.765957,0.764172,0.765585,0.982432,0.503125,0.499213,0.876415,0.980405,0.740741,0.73913,0.942494,0.569892,0.599327,0.1875
1.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.745712,0.942938,0.692308,0.713873,0.746753,0.966345,0.6875,0.987722,0.274194,0.547619,0.717647,0.245509,0.845426,0.826087,0.277085,0.801527,0.91954,0.941558,0.941606,0.745,0.69,0.677419,0.433333,0.596875,0.671233,0.910667,1.0,0.97442,0.970803,0.987471,0.769658,0.9,0.772727,0.772727,0.75,0.964912,0.765957,0.764172,0.765585,0.982432,0.503125,0.505512,0.638679,0.975676,0.740741,0.681159,0.942494,0.655914,0.52862,0.21875
1.0,0.0,0.0,-0.3333333333333333,0.3252574989159953,0.0,0.694966,0.96997,0.692308,0.713873,0.714286,0.965228,0.6875,0.182356,0.177419,0.547619,0.252941,0.263473,0.859359,0.543478,0.164113,0.557252,0.505747,0.790043,0.59854,0.745,0.6,0.677419,0.433333,0.615625,0.671233,0.531667,0.416667,0.97442,0.912409,0.990345,0.857539,0.880435,0.62987,0.772727,0.602941,0.587719,0.765957,0.764172,0.765585,0.964189,0.503125,0.499213,0.900943,0.974324,0.740741,0.710145,0.942494,0.602151,0.602694,0.1875
1.0,0.0,0.0,-0.3333333333333333,0.0752574989159953,0.0,0.748909,0.960499,0.692308,0.713873,0.74026,0.967206,0.6875,0.973624,0.23172,0.547619,0.7,0.246707,0.854101,0.768116,0.164113,0.664122,0.908046,0.943723,0.919708,0.745,0.65,0.677419,0.433333,0.603125,0.671233,0.931333,0.75,0.97442,0.963504,0.993563,0.789084,0.917391,0.74026,0.772727,0.779412,0.973684,0.765957,0.76644,0.765585,0.981757,0.503125,0.500787,0.666038,0.981081,0.740741,0.681159,0.942494,0.655914,0.56229,0.1875
1.0,0.0,0.0,-0.3333333333333333,0.4247425010840047,0.0,0.604435,0.958249,0.692308,0.713873,0.668831,0.956863,0.6875,0.0995907,0.177419,0.547619,0.252941,0.258683,0.854627,0.543478,0.164113,0.557252,0.505747,0.458874,0.583942,0.745,0.6,0.677419,0.433333,0.59375,0.671233,0.0793333,0.416667,0.97442,0.846715,0.995057,0.858464,0.831522,0.62987,0.772727,0.411765,0.578947,0.765957,0.764172,0.765585,0.500676,0.503125,0.499213,0.906604,0.706081,0.740741,0.695652,0.942494,0.602151,0.569024,0.1875
1.0,0.0,0.0,-0.3333333333333333,0.1747425010840047,0.0,0.747793,0.977862,0.692308,0.713873,0.746753,0.967598,0.6875,0.820828,0.18172,0.547619,0.511765,0.246707,0.858833,0.594203,0.164113,0.59542,0.678161,0.924242,0.905109,0.745,0.6,0.677419,0.433333,0.6125,0.671233,0.931,0.416667,0.97442,0.934307,0.989425,0.805735,0.922826,0.649351,0.772727,0.794118,0.938596,0.765957,0.764172,0.765585,0.981757,0.503125,0.499213,0.839623,0.980405,0.740741,0.710145,0.942494,0.645161,0.599327,0.1875
1.0,0.0,0.0,-0.16666666666666666,-1.0,0.0,0.692023,0.902648,0.692308,0.713873,0.668831,0.667361,0.6875,0.197362,0.860753,0.547619,0.252941,0.155689,0.654837,0.543478,0.164113,0.557252,0.505747,0.121212,0.583942,0.745,0.06,0.677419,0.433333,0.45625,0.671233,0.0363333,0.416667,0.969861,0.635036,0.781954,0.708603,0.63587,0.62987,0.772727,0.382353,0.578947,0.574468,0.659864,0.82598,0.500676,0.503125,0.497638,0.55,0.495946,0.740741,0.681159,0.942494,0.602151,0.299663,0.1875
1.0,0.0,0.0,-0.16666666666666666,-0.75,0.0,0.695778,0.902648,0.692308,0.713873,0.668831,0.946641,0.6875,0.838108,0.940323,0.547619,0.252941,0.155689,0.660095,0.811594,0.219886,0.557252,0.505747,0.458874,0.941606,0.745,0.06,0.677419,0.433333,0.45625,0.671233,0.0676667,0.416667,0.972643,0.635036,0.798966,0.708603,0.63587,0.62987,0.772727,0.382353,0.578947,0.914894,0.659864,0.843075,0.972297,0.785938,0.859843,0.55,0.495946,0.740741,0.681159,0.942494,0.602151,0.299663,0.1875
1.0,0.0,0.0,-0.16666666666666666,-0.5,0.0,0.713438,0.902727,0.692308,0.713873,0.668831,0.959052,0.6875,0.93588,0.972043,0.738095,0.423529,0.177246,0.772608,0.855072,0.322345,0.824427,0.597701,0.833333,0.978102,0.745,0.12,0.677419,0.5,0.45625,0.671233,0.615667,0.861111,0.983308,0.934307,0.913333,0.708603,0.63587,0.62987,0.772727,0.382353,0.824561,0.914894,0.759637,0.841847,0.983108,0.9,0.87874,0.55,0.692568,0.740741,0.681159,0.942494,0.602151,0.299663,0.21875
1.0,0.0,0.0,-0.16666666666666666,-0.3252574989159953,0.0,0.727596,0.924825,0.692308,0.855491,0.668831,0.961891,0.838542,0.981355,0.960215,0.785714,0.682353,0.201198,0.791272,0.855072,0.475766,0.824427,0.793103,0.904762,0.970803,0.795,0.68,0.677419,0.7,0.590625,0.671233,0.773,0.972222,0.984003,0.970803,0.926552,0.728955,0.823913,0.772727,0.772727,0.382353,0.95614,0.957447,0.759637,0.844611,0.981757,0.935938,0.900787,0.55,0.808784,0.740741,0.681159,0.942494,0.602151,0.299663,0.5
1.0,0.0,0.0,-0.16666666666666666,-0.25,0.0,0.73267,0.933981,0.692308,0.907514,0.727273,0.962887,0.911458,0.987722,0.806989,0.809524,0.705882,0.221557,0.814143,0.855072,0.583927,0.824427,0.793103,0.917749,0.970803,0.8,0.69,0.677419,0.7,0.6125,0.671233,0.808333,1.0,0.979753,0.970803,0.95,0.748381,0.856522,0.805195,0.772727,0.602941,0.95614,0.978723,0.759637,0.842973,0.982432,0.954688,0.815748,0.55,0.866892,0.740741,0.681159,0.942494,0.602151,0.346801,0.5
1.0,0.0,0.0,-0.16666666666666666,-0.0752574989159953,0.0,0.747843,0.949055,0.692308,0.942197,0.746753,0.96562,0.859375,0.994088,0.309677,0.714286,0.747059,0.245509,0.843586,0.855072,0.727904,0.832061,0.942529,0.943723,0.963504,0.74,0.72,0.677419,0.466667,0.59375,0.684932,0.902333,1.0,0.97643,0.970803,0.984713,0.764107,0.902174,0.779221,0.863636,0.764706,0.982456,0.93617,0.764172,0.770806,0.982432,0.973438,0.555906,0.579245,0.969595,0.740741,0.681159,0.942494,0.645161,0.52862,0.46875
1.0,0.0,0.0,-0.16666666666666666,0.75,0.0,0.496803,0.916459,0.692308,0.713873,0.668831,0.712325,0.6875,0.0995907,0.177419,0.547619,0.252941,0.20479,0.654837,0.543478,0.164113,0.557252,0.505747,0.268398,0.583942,0.745,0.69,0.677419,0.433333,0.584375,0.671233,0.0616667,0.416667,0.976352,0.649635,0.995172,0.766883,0.728261,0.62987,0.772727,0.382353,0.578947,0.765957,0.764172,0.769884,0.500676,0.503125,0.533858,0.908491,0.495946,0.740741,0.681159,0.942494,0.602151,0.299663,0.1875
1.0,0.0,0.0,-0.16666666666666666,0.5000000000000001,0.0,0.574698,0.955132,0.692308,0.713873,0.668831,0.95173,0.6875,0.0995907,0.177419,0.547619,0.252941,0.262275,0.85489,0.543478,0.164113,0.557252,0.505747,0.562771,0.583942,0.745,0.69,0.677419,0.433333,0.603125,0.671233,0.107,0.416667,0.976352,0.810219,0.997011,0.876966,0.81413,0.62987,0.772727,0.382353,0.578947,0.765957,0.764172,0.769884,0.500676,0.503125,0.533858,0.907547,0.495946,0.740741,0.681159,0.942494,0.602151,0.565657,0.1875
1.0,0.0,0.0,-0.16666666666666666,0.25000000000000006,0.0,0.743885,0.985123,0.692308,0.713873,0.74026,0.968549,0.6875,0.68804,0.177419,0.547619,0.417647,0.25988,0.86225,0.586957,0.164113,0.656489,0.597701,0.9329,0.868613,0.745,0.69,0.677419,0.433333,0.63125,0.671233,0.920333,0.416667,0.976352,0.927007,0.995172,0.848289,0.925,0.62987,0.818182,0.852941,0.921053,0.765957,0.764172,0.769884,0.981081,0.503125,0.533858,0.883962,0.97973,0.740741,0.724638,0.942494,0.623656,0.606061,0.21875
1.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.752664,0.964563,0.692308,0.739884,0.746753,0.967115,0.6875,0.993633,0.286559,0.547619,0.729412,0.244311,0.852787,0.826087,0.563257,0.80916,0.931034,0.948052,0.956204,0.745,0.71,0.677419,0.433333,0.596875,0.739726,0.934667,1.0,0.976352,0.970803,0.991724,0.780759,0.915217,0.75974,0.909091,0.794118,0.982456,0.765957,0.76644,0.769884,0.981757,0.659375,0.548031,0.651887,0.97973,0.740741,0.681159,0.942494,0.655914,0.569024,0.3125
1.0,0.0,0.0,-0.16666666666666666,0.3252574989159953,0.0,0.711357,0.979638,0.692308,0.713873,0.727273,0.967417,0.6875,0.358799,0.177419,0.547619,0.3,0.264671,0.863039,0.550725,0.164113,0.641221,0.505747,0.893939,0.817518,0.745,0.69,0.677419,0.433333,0.625,0.671233,0.698667,0.416667,0.976352,0.927007,0.994828,0.860315,0.91087,0.62987,0.772727,0.808824,0.719298,0.765957,0.764172,0.769884,0.974324,0.503125,0.533858,0.901887,0.981081,0.740741,0.681159,0.942494,0.569892,0.606061,0.21875
1.0,0.0,0.0,-0.16666666666666666,0.0752574989159953,0.0,0.757079,0.981532,0.692308,0.713873,0.74026,0.968112,0.6875,0.985448,0.251075,0.547619,0.741176,0.244311,0.86041,0.826087,0.164113,0.748092,0.931034,0.952381,0.941606,0.745,0.7,0.677419,0.433333,0.6,0.739726,0.952,0.972222,0.976352,0.963504,0.994828,0.79741,0.929348,0.74026,0.909091,0.852941,0.982456,0.765957,0.764172,0.769884,0.980405,0.503125,0.540157,0.690566,0.981081,0.740741,0.695652,0.942494,0.645161,0.589226,0.28125
1.0,0.0,0.0,-0.16666666666666666,0.4247425010840047,0.0,0.632751,0.9663,0.692308,0.713873,0.675325,0.962616,0.6875,0.101864,0.177419,0.547619,0.252941,0.263473,0.858307,0.543478,0.164113,0.572519,0.505747,0.731602,0.59854,0.745,0.69,0.677419,0.433333,0.63125,0.671233,0.186667,0.416667,0.976352,0.868613,0.996782,0.87049,0.865217,0.62987,0.772727,0.485294,0.578947,0.765957,0.764172,0.769884,0.500676,0.503125,0.533858,0.907547,0.797973,0.740741,0.666667,0.942494,0.602151,0.602694,0.21875
1.0,0.0,0.0,-0.16666666666666666,0.1747425010840047,0.0,0.754846,0.986938,0.692308,0.713873,0.753247,0.968821,0.6875,0.906321,0.199462,0.547619,0.635294,0.249102,0.862776,0.710145,0.164113,0.709924,0.896552,0.945887,0.927007,0.745,0.69,0.677419,0.433333,0.628125,0.671233,0.954667,0.444444,0.976352,0.948905,0.995172,0.815911,0.925,0.733766,0.863636,0.852941,0.938596,0.765957,0.764172,0.769884,0.981081,0.503125,0.537008,0.85,0.981081,0.740741,0.710145,0.942494,0.655914,0.599327,0.25
1.0,0.0,0.0,0.6666666666666666,-1.0,0.0,0.701258,0.902648,0.769231,0.713873,0.668831,0.952349,0.6875,0.886312,0.945699,0.547619,0.394118,0.155689,0.751314,0.855072,0.244654,0.816794,0.505747,0.595238,0.970803,0.745,0.06,0.677419,0.433333,0.45625,0.671233,0.374333,0.416667,0.979444,0.890511,0.849425,0.708603,0.63587,0.62987,0.772727,0.382353,0.578947,0.914894,0.659864,0.845429,0.982432,0.904688,0.856693,0.55,0.495946,0.740741,0.681159,0.942494,0.602151,0.299663,0.1875
1.0,0.0,0.0,0.6666666666666666,-0.75,0.0,0.718817,0.904542,0.769231,0.803468,0.668831,0.956606,0.776042,0.962256,0.968817,0.785714,0.641176,0.19521,0.78286,0.855072,0.398076,0.824427,0.781609,0.883117,0.970803,0.8,0.59,0.677419,0.7,0.521875,0.671233,0.731333,0.972222,0.984699,0.970803,0.915977,0.723404,0.804348,0.707792,0.772727,0.382353,0.947368,0.978723,0.759637,0.84287,0.982432,0.923438,0.864567,0.55,0.77027,0.740741,0.681159,0.942494,0.602151,0.299663,0.46875
1.0,0.0,0.0,0.6666666666666666,-0.5,0.0,0.735309,0.940215,0.692308,0.965318,0.75974,0.962012,0.989583,0.986357,0.98172,0.809524,0.758824,0.222754,0.797581,0.855072,0.535103,0.824427,0.735632,0.928571,0.970803,0.78,0.7,0.677419,0.733333,0.6,0.684932,0.830333,1.0,0.989258,0.970803,0.966897,0.755782,0.876087,0.772727,0.863636,0.735294,0.991228,0.978723,0.759637,0.84676,0.982432,0.964062,0.910236,0.55,0.806081,0.740741,0.681159,0.942494,0.655914,0.481481,0.6875
1.0,0.0,0.0,0.6666666666666666,-0.3252574989159953,0.0,0.74967,0.976757,0.692308,0.99422,0.74026,0.96399,0.989583,0.994543,0.972581,0.833333,0.8,0.249102,0.84306,0.855072,0.808803,0.801527,0.942529,0.950216,0.963504,0.76,0.73,0.677419,0.666667,0.596875,0.753425,0.893333,1.0,0.989104,0.963504,0.972299,0.761332,0.917391,0.785714,1.0,0.808824,0.982456,0.93617,0.759637,0.821169,0.982432,0.99375,0.92126,0.55,0.956081,0.740741,0.695652,0.942494,0.655914,0.579125,0.78125
1.0,0.0,0.0,0.6666666666666666,-0.25,0.0,0.754795,0.982242,0.692308,0.99711,0.746753,0.96553,1.0,0.995452,0.894086,0.833333,0.811765,0.246707,0.848843,0.847826,0.872951,0.80916,0.942529,0.95671,0.956204,0.72,0.74,0.677419,0.7,0.584375,0.767123,0.924,1.0,0.986476,0.963504,0.988736,0.765957,0.927174,0.766234,1.0,0.779412,0.982456,0.957447,0.76644,0.820555,0.982432,0.992188,0.870866,0.619811,0.972973,0.796296,0.73913,0.941985,0.666667,0.59596,0.875
1.0,0.0,0.0,0.6666666666666666,-0.0752574989159953,0.0,0.770933,0.990174,0.692308,0.99711,0.753247,0.96787,0.994792,0.995907,0.352688,0.761905,0.841176,0.261078,0.861725,0.797101,0.897363,0.793893,0.942529,0.971861,0.948905,0.72,0.71,0.677419,0.666667,0.615625,0.780822,0.964667,1.0,0.98408,0.963504,0.996207,0.79371,0.930435,0.746753,0.954545,0.852941,0.991228,0.978723,0.764172,0.780428,0.981081,0.982812,0.640945,0.681132,0.983784,0.796296,0.811594,0.9257,0.634409,0.599327,0.75
1.0,0.0,0.0,0.6666666666666666,0.75,0.0,0.501269,0.925694,0.692308,0.713873,0.668831,0.791427,0.6875,0.0995907,0.177419,0.547619,0.252941,0.209581,0.667455,0.543478,0.164113,0.557252,0.505747,0.320346,0.59854,0.745,0.69,0.677419,0.433333,0.625,0.671233,0.111,0.416667,0.983926,0.737226,0.997241,0.855689,0.795652,0.62987,0.772727,0.382353,0.578947,0.765957,0.764172,0.780428,0.500676,0.503125,0.588976,0.89717,0.495946,0.740741,0.666667,0.938422,0.602151,0.309764,0.21875
1.0,0.0,0.0,0.6666666666666666,0.5000000000000001,0.0,0.590937,0.964642,0.692308,0.713873,0.649351,0.961151,0.6875,0.155525,0.177419,0.547619,0.264706,0.220359,0.831493,0.536232,0.164113,0.641221,0.505747,0.746753,0.59854,0.745,0.69,0.645161,0.433333,0.671875,0.671233,0.254,0.416667,0.983926,0.868613,0.997701,0.904718,0.866304,0.623377,0.772727,0.529412,0.578947,0.765957,0.764172,0.780428,0.501351,0.503125,0.588976,0.906604,0.803378,0.740741,0.681159,0.937405,0.602151,0.535354,0.375
1.0,0.0,0.0,0.6666666666666666,0.25000000000000006,0.0,0.729321,0.992068,0.692308,0.713873,0.655844,0.971146,0.6875,0.840382,0.195699,0.547619,0.605882,0.270659,0.867771,0.702899,0.164113,0.740458,0.781609,0.952381,0.905109,0.745,0.69,0.645161,0.433333,0.646875,0.739726,0.958,0.472222,0.983926,0.956204,0.997586,0.874191,0.938043,0.642857,0.818182,0.808824,0.921053,0.765957,0.764172,0.780428,0.977703,0.503125,0.588976,0.90566,0.979054,0.740741,0.695652,0.933333,0.548387,0.579125,0.5
1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.771592,0.992108,0.692308,0.939306,0.753247,0.968821,0.708333,0.993633,0.298925,0.761905,0.794118,0.264671,0.863302,0.804348,0.809159,0.78626,0.908046,0.974026,0.956204,0.735,0.71,0.709677,0.433333,0.609375,0.767123,0.971667,1.0,0.983926,0.941606,0.997241,0.805735,0.931522,0.714286,0.954545,0.852941,0.982456,0.914894,0.764172,0.780428,0.975676,0.96875,0.622047,0.735849,0.981081,0.777778,0.782609,0.923664,0.612903,0.599327,0.625
1.0,0.0,0.0,0.6666666666666666,0.3252574989159953,0.0,0.70339,0.987175,0.692308,0.713873,0.642857,0.970648,0.6875,0.709868,0.178495,0.547619,0.5,0.251497,0.860936,0.630435,0.164113,0.687023,0.586207,0.928571,0.868613,0.745,0.69,0.645161,0.433333,0.628125,0.671233,0.882333,0.416667,0.983926,0.934307,0.997701,0.880666,0.928261,0.616883,0.818182,0.764706,0.903509,0.765957,0.764172,0.780428,0.979054,0.503125,0.588976,0.903774,0.981757,0.740741,0.666667,0.934351,0.526882,0.582492,0.5
1.0,0.0,0.0,0.6666666666666666,0.0752574989159953,0.0,0.765604,0.993449,0.692308,0.713873,0.753247,0.969712,0.6875,0.988176,0.272581,0.642857,0.747059,0.264671,0.866982,0.782609,0.34355,0.755725,0.885057,0.97619,0.941606,0.74,0.7,0.693548,0.433333,0.63125,0.821918,0.976,1.0,0.983926,0.956204,0.997241,0.832562,0.933696,0.642857,0.909091,0.838235,0.973684,0.765957,0.764172,0.780428,0.974324,0.696875,0.612598,0.851887,0.977027,0.796296,0.73913,0.927226,0.634409,0.602694,0.53125
1.0,0.0,0.0,0.6666666666666666,0.4247425010840047,0.0,0.64219,0.976007,0.692308,0.713873,0.655844,0.967281,0.6875,0.372442,0.177419,0.547619,0.341176,0.227545,0.841746,0.557971,0.164113,0.656489,0.505747,0.837662,0.817518,0.745,0.69,0.612903,0.433333,0.65625,0.671233,0.564,0.416667,0.983926,0.890511,0.997701,0.901943,0.895652,0.616883,0.772727,0.676471,0.587719,0.765957,0.764172,0.780428,0.763514,0.503125,0.588976,0.90566,0.886486,0.740741,0.637681,0.936896,0.580645,0.525253,0.375
1.0,0.0,0.0,0.6666666666666666,0.1747425010840047,0.0,0.746219,0.993568,0.692308,0.713873,0.714286,0.971011,0.6875,0.952706,0.232258,0.547619,0.723529,0.274251,0.869085,0.753623,0.164113,0.748092,0.885057,0.974026,0.934307,0.745,0.69,0.693548,0.433333,0.63125,0.849315,0.970667,0.75,0.983926,0.963504,0.997356,0.867715,0.93587,0.642857,0.863636,0.808824,0.947368,0.765957,0.764172,0.780428,0.970946,0.503125,0.604724,0.885849,0.975676,0.796296,0.695652,0.931807,0.55914,0.606061,0.53125
1.0,0.0,0.0,0.0,-1.0,0.0,0.691414,0.902648,0.692308,0.713873,0.668831,0.698283,0.6875,0.501137,0.898925,0.547619,0.252941,0.155689,0.654837,0.543478,0.164113,0.557252,0.505747,0.121212,0.583942,0.745,0.06,0.677419,0.433333,0.45625,0.671233,0.0363333,0.416667,0.969861,0.635036,0.781954,0.708603,0.63587,0.62987,0.772727,0.382353,0.578947,0.574468,0.659864,0.837445,0.500676,0.503125,0.529134,0.55,0.495946,0.740741,0.681159,0.942494,0.602151,0.299663,0.1875
1.0,0.0,0.0,0.0,-0.75,0.0,0.698924,0.902648,0.769231,0.713873,0.668831,0.952394,0.6875,0.861755,0.944624,0.547619,0.276471,0.155689,0.733964,0.855072,0.233428,0.80916,0.505747,0.554113,0.970803,0.745,0.06,0.677419,0.433333,0.45625,0.671233,0.230333,0.416667,0.975889,0.686131,0.832299,0.708603,0.63587,0.62987,0.772727,0.382353,0.578947,0.914894,0.659864,0.843382,0.983108,0.882812,0.862992,0.55,0.495946,0.740741,0.681159,0.942494,0.602151,0.299663,0.1875
1.0,0.0,0.0,0.0,-0.5,0.0,0.718208,0.907304,0.692308,0.82659,0.668831,0.95946,0.770833,0.96271,0.978495,0.785714,0.517647,0.179641,0.779443,0.855072,0.382929,0.824427,0.793103,0.859307,0.970803,0.79,0.56,0.677419,0.7,0.4625,0.671233,0.688667,0.972222,0.987481,0.970803,0.913678,0.708603,0.738043,0.62987,0.772727,0.382353,0.938596,0.978723,0.759637,0.843996,0.982432,0.923438,0.886614,0.55,0.756757,0.740741,0.681159,0.942494,0.602151,0.299663,0.46875
1.0,0.0,0.0,0.0,-0.3252574989159953,0.0,0.730793,0.933546,0.692308,0.913295,0.727273,0.962495,0.9375,0.986357,0.969892,0.785714,0.717647,0.220359,0.799159,0.855072,0.547933,0.824427,0.770115,0.917749,0.970803,0.79,0.69,0.677419,0.7,0.6125,0.671233,0.804333,0.972222,0.987094,0.970803,0.948966,0.747456,0.851087,0.805195,0.772727,0.602941,0.95614,0.978723,0.759637,0.845327,0.982432,0.951562,0.911811,0.55,0.834459,0.740741,0.681159,0.942494,0.602151,0.346801,0.5625
1.0,0.0,0.0,0.0,-0.25,0.0,0.738912,0.949528,0.692308,0.968208,0.74026,0.96328,0.979167,0.99045,0.883871,0.809524,0.723529,0.221557,0.827813,0.862319,0.677655,0.824427,0.735632,0.926407,0.970803,0.78,0.71,0.677419,0.7,0.6,0.671233,0.841333,1.0,0.985085,0.970803,0.968046,0.758557,0.870652,0.779221,0.772727,0.705882,0.973684,0.978723,0.759637,0.842666,0.982432,0.971875,0.867717,0.55,0.900676,0.740741,0.681159,0.942494,0.655914,0.420875,0.65625
1.0,0.0,0.0,0.0,-0.0752574989159953,0.0,0.752207,0.968588,0.692308,0.99422,0.733766,0.966103,0.994792,0.995907,0.337634,0.761905,0.788235,0.245509,0.84858,0.84058,0.834996,0.824427,0.942529,0.945887,0.963504,0.75,0.72,0.677419,0.566667,0.6,0.712329,0.928667,1.0,0.983771,0.970803,0.988391,0.769658,0.915217,0.766234,0.954545,0.808824,0.991228,0.978723,0.76644,0.780428,0.981757,0.979688,0.640945,0.635849,0.977703,0.740741,0.681159,0.942494,0.645161,0.565657,0.75
1.0,0.0,0.0,0.0,0.75,0.0,0.498782,0.9223,0.692308,0.713873,0.668831,0.773913,0.6875,0.0995907,0.177419,0.547619,0.252941,0.219162,0.663249,0.543478,0.164113,0.557252,0.505747,0.311688,0.59854,0.745,0.69,0.693548,0.433333,0.625,0.671233,0.111,0.416667,0.983926,0.737226,0.996782,0.845513,0.792391,0.62987,0.772727,0.382353,0.578947,0.765957,0.764172,0.780428,0.500676,0.503125,0.588976,0.906604,0.495946,0.740741,0.695652,0.938422,0.602151,0.309764,0.21875
1.0,0.0,0.0,0.0,0.5000000000000001,0.0,0.593626,0.962117,0.692308,0.713873,0.681818,0.959068,0.6875,0.139154,0.177419,0.547619,0.264706,0.261078,0.85673,0.543478,0.164113,0.625954,0.505747,0.727273,0.59854,0.745,0.69,0.645161,0.433333,0.68125,0.671233,0.224,0.416667,0.983926,0.868613,0.997126,0.894542,0.857609,0.62987,0.772727,0.485294,0.578947,0.765957,0.764172,0.780428,0.501351,0.503125,0.588976,0.90566,0.785135,0.740741,0.695652,0.938422,0.602151,0.585859,0.3125
1.0,0.0,0.0,0.0,0.25000000000000006,0.0,0.751193,0.9897,0.692308,0.713873,0.720779,0.969637,0.6875,0.829923,0.187634,0.547619,0.6,0.273054,0.864616,0.695652,0.164113,0.732824,0.770115,0.945887,0.89781,0.745,0.69,0.66129,0.433333,0.625,0.657534,0.954333,0.444444,0.983926,0.934307,0.996092,0.853839,0.926087,0.668831,0.863636,0.838235,0.938596,0.765957,0.764172,0.780428,0.981757,0.503125,0.588976,0.886792,0.980405,0.740741,0.710145,0.939949,0.634409,0.602694,0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.759515,0.98315,0.692308,0.916185,0.746753,0.967432,0.6875,0.994998,0.292473,0.761905,0.776471,0.244311,0.85673,0.818841,0.770492,0.832061,0.942529,0.958874,0.963504,0.755,0.72,0.677419,0.433333,0.596875,0.739726,0.951,1.0,0.983926,0.963504,0.994828,0.788159,0.929348,0.746753,0.909091,0.838235,0.991228,0.914894,0.764172,0.780428,0.980405,0.967188,0.617323,0.659434,0.981757,0.740741,0.710145,0.942494,0.645161,0.589226,0.625
