% Data obtained from Wistuba et. al; https://github.com/wistuba/TST
@RELATION ongrid-svm

@ATTRIBUTE kernel_rbf NUMERIC
@ATTRIBUTE kernel_poly NUMERIC
@ATTRIBUTE kernel_linear NUMERIC
@ATTRIBUTE c NUMERIC
@ATTRIBUTE gamma NUMERIC
@ATTRIBUTE degree NUMERIC
@ATTRIBUTE y-on-seismic NUMERIC
@ATTRIBUTE y-on-automobile NUMERIC
@ATTRIBUTE y-on-shuttle NUMERIC
@ATTRIBUTE y-on-segment NUMERIC
@ATTRIBUTE y-on-chess NUMERIC
@ATTRIBUTE y-on-magic NUMERIC
@ATTRIBUTE y-on-titanic NUMERIC
@ATTRIBUTE y-on-pima NUMERIC
@ATTRIBUTE y-on-spectfheart NUMERIC
@ATTRIBUTE y-on-abalone NUMERIC
@ATTRIBUTE y-on-ecoli NUMERIC
@ATTRIBUTE y-on-banana NUMERIC
@ATTRIBUTE y-on-bands NUMERIC
@ATTRIBUTE y-on-ring NUMERIC
@ATTRIBUTE y-on-lymphography NUMERIC
@ATTRIBUTE y-on-tic-tac-toe NUMERIC
@ATTRIBUTE y-on-german-numer NUMERIC
@ATTRIBUTE y-on-splice NUMERIC
@ATTRIBUTE y-on-diabetes NUMERIC
@ATTRIBUTE y-on-appendicitis NUMERIC
@ATTRIBUTE y-on-sonar-scale NUMERIC
@ATTRIBUTE y-on-twonorm NUMERIC
@ATTRIBUTE y-on-wdbc NUMERIC
@ATTRIBUTE y-on-australian NUMERIC
@ATTRIBUTE y-on-letter NUMERIC
@ATTRIBUTE y-on-usps NUMERIC
@ATTRIBUTE y-on-led7digit NUMERIC
@ATTRIBUTE y-on-winequality-red NUMERIC
@ATTRIBUTE y-on-bupa NUMERIC
@ATTRIBUTE y-on-spambase NUMERIC
@ATTRIBUTE y-on-coil2000 NUMERIC
@ATTRIBUTE y-on-W8A NUMERIC
@ATTRIBUTE y-on-A9A NUMERIC
@ATTRIBUTE y-on-vehicle NUMERIC
@ATTRIBUTE y-on-crx NUMERIC
@ATTRIBUTE y-on-pendigits NUMERIC
@ATTRIBUTE y-on-saheart NUMERIC
@ATTRIBUTE y-on-car NUMERIC
@ATTRIBUTE y-on-housevotes NUMERIC
@ATTRIBUTE y-on-monk-2 NUMERIC
@ATTRIBUTE y-on-cod-rna NUMERIC
@ATTRIBUTE y-on-colon-cancer NUMERIC
@ATTRIBUTE y-on-phoneme NUMERIC
@ATTRIBUTE y-on-haberman NUMERIC
@ATTRIBUTE y-on-wine NUMERIC
@ATTRIBUTE y-on-wisconsin NUMERIC
@ATTRIBUTE y-on-yeast NUMERIC
@ATTRIBUTE y-on-breast-cancer NUMERIC
@ATTRIBUTE y-on-kr-vs-k NUMERIC
@ATTRIBUTE y-on-ijcnn1 NUMERIC

@DATA
1.0,0.0,0.0,-0.5,0.4247425010840047,0.0,0.581092,0.1875,0.988046,0.25974,0.503125,0.849895,0.764172,0.668831,0.740741,0.263473,0.382353,0.906604,0.671233,0.612162,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0426667,0.177419,0.54,0.4875,0.695652,0.781522,0.942494,0.972488,0.758829,0.252941,0.557252,0.0995907,0.602151,0.713873,0.574468,0.505747,0.942444,0.692308,0.840888,0.677419,0.416667,0.905109,0.515152,0.583942,0.164113,0.948345
1.0,0.0,0.0,-0.5,0.1747425010840047,0.0,0.738811,0.1875,0.986322,0.891775,0.503125,0.851735,0.76644,0.74026,0.740741,0.239521,0.75,0.767925,0.671233,0.981081,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.983108,0.929825,0.543478,0.888333,0.177419,0.54,0.609375,0.681159,0.909783,0.942494,0.972488,0.758829,0.376471,0.557252,0.698499,0.580645,0.713873,0.659574,0.505747,0.9663,0.692308,0.79926,0.677419,0.416667,0.927007,0.558923,0.861314,0.164113,0.952015
1.0,0.0,0.0,-0.3333333333333333,-1.0,0.0,0.602964,0.1875,0.781954,0.121212,0.503125,0.654837,0.659864,0.668831,0.740741,0.155689,0.382353,0.55,0.671233,0.495946,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0363333,0.703763,0.06,0.45625,0.681159,0.63587,0.942494,0.969861,0.768861,0.252941,0.557252,0.0995907,0.602151,0.713873,0.574468,0.505747,0.666757,0.692308,0.708603,0.677419,0.416667,0.635036,0.299663,0.583942,0.164113,0.902648
1.0,0.0,0.0,-0.3333333333333333,-0.75,0.0,0.692632,0.1875,0.782184,0.231602,0.682812,0.654837,0.659864,0.668831,0.740741,0.155689,0.382353,0.55,0.671233,0.495946,0.433333,0.6875,0.745,0.850394,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0363333,0.926882,0.06,0.45625,0.681159,0.63587,0.942494,0.970479,0.840209,0.252941,0.557252,0.738063,0.602151,0.713873,0.574468,0.505747,0.894521,0.692308,0.708603,0.677419,0.416667,0.635036,0.299663,0.649635,0.205096,0.902648
1.0,0.0,0.0,-0.3333333333333333,-0.5,0.0,0.709632,0.1875,0.893793,0.835498,0.901562,0.764196,0.659864,0.668831,0.740741,0.155689,0.382353,0.55,0.671233,0.501351,0.433333,0.6875,0.745,0.869291,0.62987,0.772727,0.690476,0.983784,0.631579,0.855072,0.475667,0.963978,0.06,0.45625,0.681159,0.63587,0.942494,0.97983,0.839902,0.388235,0.824427,0.916326,0.602151,0.713873,0.914894,0.505747,0.95789,0.692308,0.708603,0.677419,0.416667,0.941606,0.299663,0.970803,0.274056,0.902648
1.0,0.0,0.0,-0.3333333333333333,-0.3252574989159953,0.0,0.722623,0.40625,0.914023,0.865801,0.926562,0.783912,0.759637,0.668831,0.740741,0.183234,0.382353,0.55,0.671233,0.77973,0.666667,0.765625,0.77,0.880315,0.62987,0.772727,0.738095,0.982432,0.947368,0.855072,0.714,0.933871,0.56,0.5,0.681159,0.775,0.942494,0.980371,0.842768,0.552941,0.824427,0.974989,0.602151,0.849711,0.93617,0.793103,0.961498,0.692308,0.711378,0.677419,0.972222,0.970803,0.299663,0.970803,0.410549,0.916223
1.0,0.0,0.0,-0.3333333333333333,-0.25,0.0,0.727951,0.40625,0.926552,0.904762,0.939062,0.796267,0.759637,0.668831,0.740741,0.201198,0.382353,0.55,0.671233,0.838514,0.633333,0.796875,0.76,0.703937,0.779221,0.772727,0.738095,0.981081,0.95614,0.855072,0.774667,0.683333,0.67,0.590625,0.681159,0.827174,0.942494,0.97728,0.836114,0.688235,0.824427,0.983629,0.602151,0.872832,0.957447,0.793103,0.962404,0.692308,0.728955,0.677419,1.0,0.970803,0.299663,0.970803,0.497327,0.924589
1.0,0.0,0.0,-0.3333333333333333,-0.0752574989159953,0.0,0.742413,0.28125,0.981609,0.939394,0.954688,0.833596,0.759637,0.753247,0.740741,0.232335,0.735294,0.55,0.671233,0.962162,0.433333,0.692708,0.745,0.505512,0.779221,0.772727,0.571429,0.982432,0.973684,0.855072,0.869667,0.298925,0.71,0.596875,0.681159,0.880435,0.942494,0.97473,0.766711,0.711765,0.832061,0.989995,0.655914,0.890173,0.914894,0.862069,0.965318,0.692308,0.760407,0.677419,1.0,0.970803,0.430976,0.963504,0.601568,0.933152
1.0,0.0,0.0,-0.3333333333333333,0.75,0.0,0.495534,0.1875,0.993793,0.121212,0.503125,0.654837,0.764172,0.668831,0.740741,0.191617,0.382353,0.908491,0.671233,0.495946,0.433333,0.6875,0.745,0.499213,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0463333,0.177419,0.6,0.465625,0.681159,0.673913,0.942494,0.97442,0.765585,0.252941,0.557252,0.0995907,0.602151,0.713873,0.765957,0.505747,0.679848,0.692308,0.722479,0.677419,0.416667,0.635036,0.299663,0.583942,0.164113,0.909909
1.0,0.0,0.0,-0.3333333333333333,0.5000000000000001,0.0,0.553689,0.1875,0.995172,0.28355,0.503125,0.847529,0.764172,0.668831,0.740741,0.267066,0.382353,0.90566,0.671233,0.495946,0.433333,0.6875,0.745,0.499213,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0553333,0.177419,0.6,0.48125,0.695652,0.757609,0.942494,0.97442,0.765585,0.252941,0.557252,0.0995907,0.602151,0.713873,0.765957,0.505747,0.92961,0.692308,0.86679,0.677419,0.416667,0.649635,0.505051,0.583942,0.164113,0.948266
1.0,0.0,0.0,-0.3333333333333333,0.25000000000000006,0.0,0.734142,0.1875,0.990115,0.883117,0.503125,0.860147,0.764172,0.714286,0.740741,0.257485,0.779412,0.876415,0.671233,0.980405,0.433333,0.6875,0.745,0.499213,0.62987,0.772727,0.547619,0.982432,0.929825,0.543478,0.857,0.177419,0.6,0.63125,0.73913,0.908696,0.942494,0.97442,0.765585,0.335294,0.587786,0.508868,0.569892,0.713873,0.765957,0.505747,0.966934,0.692308,0.835338,0.677419,0.416667,0.927007,0.599327,0.824818,0.164113,0.977507
1.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.745712,0.21875,0.987471,0.941558,0.503125,0.845426,0.764172,0.746753,0.740741,0.245509,0.75,0.638679,0.671233,0.975676,0.433333,0.6875,0.745,0.505512,0.772727,0.772727,0.547619,0.982432,0.964912,0.826087,0.910667,0.274194,0.69,0.596875,0.681159,0.9,0.942494,0.97442,0.765585,0.717647,0.801527,0.987722,0.655914,0.713873,0.765957,0.91954,0.966345,0.692308,0.769658,0.677419,1.0,0.970803,0.52862,0.941606,0.277085,0.942938
1.0,0.0,0.0,-0.3333333333333333,0.3252574989159953,0.0,0.694966,0.1875,0.990345,0.790043,0.503125,0.859359,0.764172,0.714286,0.740741,0.263473,0.602941,0.900943,0.671233,0.974324,0.433333,0.6875,0.745,0.499213,0.62987,0.772727,0.547619,0.964189,0.587719,0.543478,0.531667,0.177419,0.6,0.615625,0.710145,0.880435,0.942494,0.97442,0.765585,0.252941,0.557252,0.182356,0.602151,0.713873,0.765957,0.505747,0.965228,0.692308,0.857539,0.677419,0.416667,0.912409,0.602694,0.59854,0.164113,0.96997
1.0,0.0,0.0,-0.3333333333333333,0.0752574989159953,0.0,0.748909,0.1875,0.993563,0.943723,0.503125,0.854101,0.76644,0.74026,0.740741,0.246707,0.779412,0.666038,0.671233,0.981081,0.433333,0.6875,0.745,0.500787,0.74026,0.772727,0.547619,0.981757,0.973684,0.768116,0.931333,0.23172,0.65,0.603125,0.681159,0.917391,0.942494,0.97442,0.765585,0.7,0.664122,0.973624,0.655914,0.713873,0.765957,0.908046,0.967206,0.692308,0.789084,0.677419,0.75,0.963504,0.56229,0.919708,0.164113,0.960499
1.0,0.0,0.0,-0.3333333333333333,0.4247425010840047,0.0,0.604435,0.1875,0.995057,0.458874,0.503125,0.854627,0.764172,0.668831,0.740741,0.258683,0.411765,0.906604,0.671233,0.706081,0.433333,0.6875,0.745,0.499213,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0793333,0.177419,0.6,0.59375,0.695652,0.831522,0.942494,0.97442,0.765585,0.252941,0.557252,0.0995907,0.602151,0.713873,0.765957,0.505747,0.956863,0.692308,0.858464,0.677419,0.416667,0.846715,0.569024,0.583942,0.164113,0.958249
1.0,0.0,0.0,-0.3333333333333333,0.1747425010840047,0.0,0.747793,0.1875,0.989425,0.924242,0.503125,0.858833,0.764172,0.746753,0.740741,0.246707,0.794118,0.839623,0.671233,0.980405,0.433333,0.6875,0.745,0.499213,0.649351,0.772727,0.547619,0.981757,0.938596,0.594203,0.931,0.18172,0.6,0.6125,0.710145,0.922826,0.942494,0.97442,0.765585,0.511765,0.59542,0.820828,0.645161,0.713873,0.765957,0.678161,0.967598,0.692308,0.805735,0.677419,0.416667,0.934307,0.599327,0.905109,0.164113,0.977862
1.0,0.0,0.0,-0.16666666666666666,-1.0,0.0,0.692023,0.1875,0.781954,0.121212,0.503125,0.654837,0.659864,0.668831,0.740741,0.155689,0.382353,0.55,0.671233,0.495946,0.433333,0.6875,0.745,0.497638,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0363333,0.860753,0.06,0.45625,0.681159,0.63587,0.942494,0.969861,0.82598,0.252941,0.557252,0.197362,0.602151,0.713873,0.574468,0.505747,0.667361,0.692308,0.708603,0.677419,0.416667,0.635036,0.299663,0.583942,0.164113,0.902648
1.0,0.0,0.0,-0.16666666666666666,-0.75,0.0,0.695778,0.1875,0.798966,0.458874,0.785938,0.660095,0.659864,0.668831,0.740741,0.155689,0.382353,0.55,0.671233,0.495946,0.433333,0.6875,0.745,0.859843,0.62987,0.772727,0.547619,0.972297,0.578947,0.811594,0.0676667,0.940323,0.06,0.45625,0.681159,0.63587,0.942494,0.972643,0.843075,0.252941,0.557252,0.838108,0.602151,0.713873,0.914894,0.505747,0.946641,0.692308,0.708603,0.677419,0.416667,0.635036,0.299663,0.941606,0.219886,0.902648
1.0,0.0,0.0,-0.16666666666666666,-0.5,0.0,0.713438,0.21875,0.913333,0.833333,0.9,0.772608,0.759637,0.668831,0.740741,0.177246,0.382353,0.55,0.671233,0.692568,0.5,0.6875,0.745,0.87874,0.62987,0.772727,0.738095,0.983108,0.824561,0.855072,0.615667,0.972043,0.12,0.45625,0.681159,0.63587,0.942494,0.983308,0.841847,0.423529,0.824427,0.93588,0.602151,0.713873,0.914894,0.597701,0.959052,0.692308,0.708603,0.677419,0.861111,0.934307,0.299663,0.978102,0.322345,0.902727
1.0,0.0,0.0,-0.16666666666666666,-0.3252574989159953,0.0,0.727596,0.5,0.926552,0.904762,0.935938,0.791272,0.759637,0.668831,0.740741,0.201198,0.382353,0.55,0.671233,0.808784,0.7,0.838542,0.795,0.900787,0.772727,0.772727,0.785714,0.981757,0.95614,0.855072,0.773,0.960215,0.68,0.590625,0.681159,0.823913,0.942494,0.984003,0.844611,0.682353,0.824427,0.981355,0.602151,0.855491,0.957447,0.793103,0.961891,0.692308,0.728955,0.677419,0.972222,0.970803,0.299663,0.970803,0.475766,0.924825
1.0,0.0,0.0,-0.16666666666666666,-0.25,0.0,0.73267,0.5,0.95,0.917749,0.954688,0.814143,0.759637,0.727273,0.740741,0.221557,0.602941,0.55,0.671233,0.866892,0.7,0.911458,0.8,0.815748,0.805195,0.772727,0.809524,0.982432,0.95614,0.855072,0.808333,0.806989,0.69,0.6125,0.681159,0.856522,0.942494,0.979753,0.842973,0.705882,0.824427,0.987722,0.602151,0.907514,0.978723,0.793103,0.962887,0.692308,0.748381,0.677419,1.0,0.970803,0.346801,0.970803,0.583927,0.933981
1.0,0.0,0.0,-0.16666666666666666,-0.0752574989159953,0.0,0.747843,0.46875,0.984713,0.943723,0.973438,0.843586,0.764172,0.746753,0.740741,0.245509,0.764706,0.579245,0.684932,0.969595,0.466667,0.859375,0.74,0.555906,0.779221,0.863636,0.714286,0.982432,0.982456,0.855072,0.902333,0.309677,0.72,0.59375,0.681159,0.902174,0.942494,0.97643,0.770806,0.747059,0.832061,0.994088,0.645161,0.942197,0.93617,0.942529,0.96562,0.692308,0.764107,0.677419,1.0,0.970803,0.52862,0.963504,0.727904,0.949055
1.0,0.0,0.0,-0.16666666666666666,0.75,0.0,0.496803,0.1875,0.995172,0.268398,0.503125,0.654837,0.764172,0.668831,0.740741,0.20479,0.382353,0.908491,0.671233,0.495946,0.433333,0.6875,0.745,0.533858,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0616667,0.177419,0.69,0.584375,0.681159,0.728261,0.942494,0.976352,0.769884,0.252941,0.557252,0.0995907,0.602151,0.713873,0.765957,0.505747,0.712325,0.692308,0.766883,0.677419,0.416667,0.649635,0.299663,0.583942,0.164113,0.916459
1.0,0.0,0.0,-0.16666666666666666,0.5000000000000001,0.0,0.574698,0.1875,0.997011,0.562771,0.503125,0.85489,0.764172,0.668831,0.740741,0.262275,0.382353,0.907547,0.671233,0.495946,0.433333,0.6875,0.745,0.533858,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.107,0.177419,0.69,0.603125,0.681159,0.81413,0.942494,0.976352,0.769884,0.252941,0.557252,0.0995907,0.602151,0.713873,0.765957,0.505747,0.95173,0.692308,0.876966,0.677419,0.416667,0.810219,0.565657,0.583942,0.164113,0.955132
1.0,0.0,0.0,-0.16666666666666666,0.25000000000000006,0.0,0.743885,0.21875,0.995172,0.9329,0.503125,0.86225,0.764172,0.74026,0.740741,0.25988,0.852941,0.883962,0.671233,0.97973,0.433333,0.6875,0.745,0.533858,0.62987,0.818182,0.547619,0.981081,0.921053,0.586957,0.920333,0.177419,0.69,0.63125,0.724638,0.925,0.942494,0.976352,0.769884,0.417647,0.656489,0.68804,0.623656,0.713873,0.765957,0.597701,0.968549,0.692308,0.848289,0.677419,0.416667,0.927007,0.606061,0.868613,0.164113,0.985123
1.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.752664,0.3125,0.991724,0.948052,0.659375,0.852787,0.76644,0.746753,0.740741,0.244311,0.794118,0.651887,0.739726,0.97973,0.433333,0.6875,0.745,0.548031,0.75974,0.909091,0.547619,0.981757,0.982456,0.826087,0.934667,0.286559,0.71,0.596875,0.681159,0.915217,0.942494,0.976352,0.769884,0.729412,0.80916,0.993633,0.655914,0.739884,0.765957,0.931034,0.967115,0.692308,0.780759,0.677419,1.0,0.970803,0.569024,0.956204,0.563257,0.964563
1.0,0.0,0.0,-0.16666666666666666,0.3252574989159953,0.0,0.711357,0.21875,0.994828,0.893939,0.503125,0.863039,0.764172,0.727273,0.740741,0.264671,0.808824,0.901887,0.671233,0.981081,0.433333,0.6875,0.745,0.533858,0.62987,0.772727,0.547619,0.974324,0.719298,0.550725,0.698667,0.177419,0.69,0.625,0.681159,0.91087,0.942494,0.976352,0.769884,0.3,0.641221,0.358799,0.569892,0.713873,0.765957,0.505747,0.967417,0.692308,0.860315,0.677419,0.416667,0.927007,0.606061,0.817518,0.164113,0.979638
1.0,0.0,0.0,-0.16666666666666666,0.0752574989159953,0.0,0.757079,0.28125,0.994828,0.952381,0.503125,0.86041,0.764172,0.74026,0.740741,0.244311,0.852941,0.690566,0.739726,0.981081,0.433333,0.6875,0.745,0.540157,0.74026,0.909091,0.547619,0.980405,0.982456,0.826087,0.952,0.251075,0.7,0.6,0.695652,0.929348,0.942494,0.976352,0.769884,0.741176,0.748092,0.985448,0.645161,0.713873,0.765957,0.931034,0.968112,0.692308,0.79741,0.677419,0.972222,0.963504,0.589226,0.941606,0.164113,0.981532
1.0,0.0,0.0,-0.16666666666666666,0.4247425010840047,0.0,0.632751,0.21875,0.996782,0.731602,0.503125,0.858307,0.764172,0.675325,0.740741,0.263473,0.485294,0.907547,0.671233,0.797973,0.433333,0.6875,0.745,0.533858,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.186667,0.177419,0.69,0.63125,0.666667,0.865217,0.942494,0.976352,0.769884,0.252941,0.572519,0.101864,0.602151,0.713873,0.765957,0.505747,0.962616,0.692308,0.87049,0.677419,0.416667,0.868613,0.602694,0.59854,0.164113,0.9663
1.0,0.0,0.0,-0.16666666666666666,0.1747425010840047,0.0,0.754846,0.25,0.995172,0.945887,0.503125,0.862776,0.764172,0.753247,0.740741,0.249102,0.852941,0.85,0.671233,0.981081,0.433333,0.6875,0.745,0.537008,0.733766,0.863636,0.547619,0.981081,0.938596,0.710145,0.954667,0.199462,0.69,0.628125,0.710145,0.925,0.942494,0.976352,0.769884,0.635294,0.709924,0.906321,0.655914,0.713873,0.765957,0.896552,0.968821,0.692308,0.815911,0.677419,0.444444,0.948905,0.599327,0.927007,0.164113,0.986938
1.0,0.0,0.0,0.6666666666666666,-1.0,0.0,0.701258,0.1875,0.849425,0.595238,0.904688,0.751314,0.659864,0.668831,0.740741,0.155689,0.382353,0.55,0.671233,0.495946,0.433333,0.6875,0.745,0.856693,0.62987,0.772727,0.547619,0.982432,0.578947,0.855072,0.374333,0.945699,0.06,0.45625,0.681159,0.63587,0.942494,0.979444,0.845429,0.394118,0.816794,0.886312,0.602151,0.713873,0.914894,0.505747,0.952349,0.769231,0.708603,0.677419,0.416667,0.890511,0.299663,0.970803,0.244654,0.902648
1.0,0.0,0.0,0.6666666666666666,-0.75,0.0,0.718817,0.46875,0.915977,0.883117,0.923438,0.78286,0.759637,0.668831,0.740741,0.19521,0.382353,0.55,0.671233,0.77027,0.7,0.776042,0.8,0.864567,0.707792,0.772727,0.785714,0.982432,0.947368,0.855072,0.731333,0.968817,0.59,0.521875,0.681159,0.804348,0.942494,0.984699,0.84287,0.641176,0.824427,0.962256,0.602151,0.803468,0.978723,0.781609,0.956606,0.769231,0.723404,0.677419,0.972222,0.970803,0.299663,0.970803,0.398076,0.904542
1.0,0.0,0.0,0.6666666666666666,-0.5,0.0,0.735309,0.6875,0.966897,0.928571,0.964062,0.797581,0.759637,0.75974,0.740741,0.222754,0.735294,0.55,0.684932,0.806081,0.733333,0.989583,0.78,0.910236,0.772727,0.863636,0.809524,0.982432,0.991228,0.855072,0.830333,0.98172,0.7,0.6,0.681159,0.876087,0.942494,0.989258,0.84676,0.758824,0.824427,0.986357,0.655914,0.965318,0.978723,0.735632,0.962012,0.692308,0.755782,0.677419,1.0,0.970803,0.481481,0.970803,0.535103,0.940215
1.0,0.0,0.0,0.6666666666666666,-0.3252574989159953,0.0,0.74967,0.78125,0.972299,0.950216,0.99375,0.84306,0.759637,0.74026,0.740741,0.249102,0.808824,0.55,0.753425,0.956081,0.666667,0.989583,0.76,0.92126,0.785714,1.0,0.833333,0.982432,0.982456,0.855072,0.893333,0.972581,0.73,0.596875,0.695652,0.917391,0.942494,0.989104,0.821169,0.8,0.801527,0.994543,0.655914,0.99422,0.93617,0.942529,0.96399,0.692308,0.761332,0.677419,1.0,0.963504,0.579125,0.963504,0.808803,0.976757
1.0,0.0,0.0,0.6666666666666666,-0.25,0.0,0.754795,0.875,0.988736,0.95671,0.992188,0.848843,0.76644,0.746753,0.796296,0.246707,0.779412,0.619811,0.767123,0.972973,0.7,1.0,0.72,0.870866,0.766234,1.0,0.833333,0.982432,0.982456,0.847826,0.924,0.894086,0.74,0.584375,0.73913,0.927174,0.941985,0.986476,0.820555,0.811765,0.80916,0.995452,0.666667,0.99711,0.957447,0.942529,0.96553,0.692308,0.765957,0.677419,1.0,0.963504,0.59596,0.956204,0.872951,0.982242
1.0,0.0,0.0,0.6666666666666666,-0.0752574989159953,0.0,0.770933,0.75,0.996207,0.971861,0.982812,0.861725,0.764172,0.753247,0.796296,0.261078,0.852941,0.681132,0.780822,0.983784,0.666667,0.994792,0.72,0.640945,0.746753,0.954545,0.761905,0.981081,0.991228,0.797101,0.964667,0.352688,0.71,0.615625,0.811594,0.930435,0.9257,0.98408,0.780428,0.841176,0.793893,0.995907,0.634409,0.99711,0.978723,0.942529,0.96787,0.692308,0.79371,0.677419,1.0,0.963504,0.599327,0.948905,0.897363,0.990174
1.0,0.0,0.0,0.6666666666666666,0.75,0.0,0.501269,0.21875,0.997241,0.320346,0.503125,0.667455,0.764172,0.668831,0.740741,0.209581,0.382353,0.89717,0.671233,0.495946,0.433333,0.6875,0.745,0.588976,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.111,0.177419,0.69,0.625,0.666667,0.795652,0.938422,0.983926,0.780428,0.252941,0.557252,0.0995907,0.602151,0.713873,0.765957,0.505747,0.791427,0.692308,0.855689,0.677419,0.416667,0.737226,0.309764,0.59854,0.164113,0.925694
1.0,0.0,0.0,0.6666666666666666,0.5000000000000001,0.0,0.590937,0.375,0.997701,0.746753,0.503125,0.831493,0.764172,0.649351,0.740741,0.220359,0.529412,0.906604,0.671233,0.803378,0.433333,0.6875,0.745,0.588976,0.623377,0.772727,0.547619,0.501351,0.578947,0.536232,0.254,0.177419,0.69,0.671875,0.681159,0.866304,0.937405,0.983926,0.780428,0.264706,0.641221,0.155525,0.602151,0.713873,0.765957,0.505747,0.961151,0.692308,0.904718,0.645161,0.416667,0.868613,0.535354,0.59854,0.164113,0.964642
1.0,0.0,0.0,0.6666666666666666,0.25000000000000006,0.0,0.729321,0.5,0.997586,0.952381,0.503125,0.867771,0.764172,0.655844,0.740741,0.270659,0.808824,0.90566,0.739726,0.979054,0.433333,0.6875,0.745,0.588976,0.642857,0.818182,0.547619,0.977703,0.921053,0.702899,0.958,0.195699,0.69,0.646875,0.695652,0.938043,0.933333,0.983926,0.780428,0.605882,0.740458,0.840382,0.548387,0.713873,0.765957,0.781609,0.971146,0.692308,0.874191,0.645161,0.472222,0.956204,0.579125,0.905109,0.164113,0.992068
1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.771592,0.625,0.997241,0.974026,0.96875,0.863302,0.764172,0.753247,0.777778,0.264671,0.852941,0.735849,0.767123,0.981081,0.433333,0.708333,0.735,0.622047,0.714286,0.954545,0.761905,0.975676,0.982456,0.804348,0.971667,0.298925,0.71,0.609375,0.782609,0.931522,0.923664,0.983926,0.780428,0.794118,0.78626,0.993633,0.612903,0.939306,0.914894,0.908046,0.968821,0.692308,0.805735,0.709677,1.0,0.941606,0.599327,0.956204,0.809159,0.992108
1.0,0.0,0.0,0.6666666666666666,0.3252574989159953,0.0,0.70339,0.5,0.997701,0.928571,0.503125,0.860936,0.764172,0.642857,0.740741,0.251497,0.764706,0.903774,0.671233,0.981757,0.433333,0.6875,0.745,0.588976,0.616883,0.818182,0.547619,0.979054,0.903509,0.630435,0.882333,0.178495,0.69,0.628125,0.666667,0.928261,0.934351,0.983926,0.780428,0.5,0.687023,0.709868,0.526882,0.713873,0.765957,0.586207,0.970648,0.692308,0.880666,0.645161,0.416667,0.934307,0.582492,0.868613,0.164113,0.987175
1.0,0.0,0.0,0.6666666666666666,0.0752574989159953,0.0,0.765604,0.53125,0.997241,0.97619,0.696875,0.866982,0.764172,0.753247,0.796296,0.264671,0.838235,0.851887,0.821918,0.977027,0.433333,0.6875,0.74,0.612598,0.642857,0.909091,0.642857,0.974324,0.973684,0.782609,0.976,0.272581,0.7,0.63125,0.73913,0.933696,0.927226,0.983926,0.780428,0.747059,0.755725,0.988176,0.634409,0.713873,0.765957,0.885057,0.969712,0.692308,0.832562,0.693548,1.0,0.956204,0.602694,0.941606,0.34355,0.993449
1.0,0.0,0.0,0.6666666666666666,0.4247425010840047,0.0,0.64219,0.375,0.997701,0.837662,0.503125,0.841746,0.764172,0.655844,0.740741,0.227545,0.676471,0.90566,0.671233,0.886486,0.433333,0.6875,0.745,0.588976,0.616883,0.772727,0.547619,0.763514,0.587719,0.557971,0.564,0.177419,0.69,0.65625,0.637681,0.895652,0.936896,0.983926,0.780428,0.341176,0.656489,0.372442,0.580645,0.713873,0.765957,0.505747,0.967281,0.692308,0.901943,0.612903,0.416667,0.890511,0.525253,0.817518,0.164113,0.976007
1.0,0.0,0.0,0.6666666666666666,0.1747425010840047,0.0,0.746219,0.53125,0.997356,0.974026,0.503125,0.869085,0.764172,0.714286,0.796296,0.274251,0.808824,0.885849,0.849315,0.975676,0.433333,0.6875,0.745,0.604724,0.642857,0.863636,0.547619,0.970946,0.947368,0.753623,0.970667,0.232258,0.69,0.63125,0.695652,0.93587,0.931807,0.983926,0.780428,0.723529,0.748092,0.952706,0.55914,0.713873,0.765957,0.885057,0.971011,0.692308,0.867715,0.693548,0.75,0.963504,0.606061,0.934307,0.164113,0.993568
1.0,0.0,0.0,0.0,-1.0,0.0,0.691414,0.1875,0.781954,0.121212,0.503125,0.654837,0.659864,0.668831,0.740741,0.155689,0.382353,0.55,0.671233,0.495946,0.433333,0.6875,0.745,0.529134,0.62987,0.772727,0.547619,0.500676,0.578947,0.543478,0.0363333,0.898925,0.06,0.45625,0.681159,0.63587,0.942494,0.969861,0.837445,0.252941,0.557252,0.501137,0.602151,0.713873,0.574468,0.505747,0.698283,0.692308,0.708603,0.677419,0.416667,0.635036,0.299663,0.583942,0.164113,0.902648
